;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25;RLS-N2;RLS-R3;RLS-R4;EA4;EA3;pmut2.0;pmut2.25
4402;fail;fail;fail;35722;fail;33292;49278;fail;fail;fail;75083;3455;fail;51271;fail;fail;fail;fail;fail;85551;2868;29169;26275;22899;80507;41081;fail;79014;12118;88895;fail;40103;60336;fail;81251;185891;18019;10044;64147;113340;272393;74569;19691;156301;164471;52526;27564;35106;471909;5453;9007;34154;128970;34028;2027;234202
4403;fail;fail;fail;73219;fail;fail;fail;fail;84908;fail;fail;fail;fail;fail;fail;fail;fail;22;fail;fail;fail;49895;68337;62905;470;fail;fail;10972;10998;52084;26507;62229;35280;12263;66543;20001;88523;81153;165779;54919;40951;199662;145325;105203;109054;52587;2627;32191;98381;83881;67035;23942;102548;10410;31334;35816
4404;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;1753;16370;98829;78513;fail;6017;fail;fail;fail;11739;19715;fail;60391;fail;69105;fail;fail;79593;16033;fail;fail;fail;fail;fail;36281;48455;144371;10408;330847;131455;97112;fail;72248;18288;75462;23349;3618;99856;193317;102007;45771;44349;30883;143923;22364;119830
4405;fail;fail;fail;fail;fail;fail;23637;fail;fail;fail;21769;397;37046;9811;fail;16561;fail;49767;fail;11740;fail;48396;fail;fail;fail;fail;fail;fail;34642;3143;47656;81179;33164;42225;56383;22038;23490;18928;85279;125781;47554;193156;408112;33211;120433;149280;257687;4294;78241;26512;188124;6779;9034;13368;48230;8636
4406;fail;fail;3965;30248;fail;fail;82577;fail;87530;fail;fail;fail;26887;fail;362;fail;98008;44821;fail;93630;fail;15788;90400;fail;12652;9557;fail;fail;35341;1886;19218;40294;16413;fail;45236;12133;118309;63464;fail;24563;6310;29841;30889;213316;23085;135425;26439;35797;17401;46310;37647;64949;28021;177905;12450;62226
4407;fail;fail;fail;4837;fail;fail;fail;fail;fail;14428;78553;50208;fail;2292;fail;fail;43199;52592;fail;68791;fail;13100;7552;19121;50768;98403;fail;fail;36438;548;14679;29977;12868;721;43655;12804;392351;3460;18149;117121;fail;fail;191145;93977;22346;96871;78466;86445;121496;8332;185109;1315;32503;14107;36310;230
4408;fail;fail;fail;fail;90020;fail;fail;fail;690;18036;fail;fail;fail;55872;fail;fail;13968;47500;31048;fail;13114;fail;65442;91839;8874;14218;fail;18780;2021;5202;82367;10477;98612;14685;272;17317;92804;151761;140899;49431;51564;169750;542924;127053;208951;168433;11647;167279;31801;10089;93484;72823;100561;235764;37830;131170
4409;fail;fail;fail;fail;fail;fail;5876;fail;18604;92198;377;fail;80260;fail;fail;fail;91962;15295;25053;81854;fail;44195;19681;55824;75859;fail;fail;43712;fail;77396;82253;26796;fail;3539;1714;111728;fail;50219;245632;54006;173536;107883;27432;65741;23448;27743;1166;265025;95451;4319;143641;242143;13861;139256;84335;69223
4410;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;55469;84088;fail;fail;fail;86919;fail;fail;71771;fail;53346;849;40880;56003;39326;91668;46475;12185;fail;60293;22209;71012;fail;fail;41936;42928;200951;392634;76351;335793;143989;2670;140262;61718;68378;16940;152818;5291;74741;88293;65739;88472;163912;195177;179349
4411;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;78670;2662;fail;fail;fail;fail;26199;fail;fail;fail;578;23674;fail;fail;fail;58257;fail;fail;fail;93756;fail;fail;77147;83079;32135;27294;29619;130617;50960;86627;55802;20510;70806;21594;27922;11740;101588;297108;156423;98782;285762;247555;156755;29967;27683
4412;fail;fail;fail;fail;35662;fail;22336;fail;fail;43345;58313;fail;4838;39610;fail;fail;fail;fail;55676;45740;fail;1832;68030;44508;13868;fail;51084;75375;fail;16146;fail;fail;47474;fail;fail;28718;203450;2257;131709;179025;fail;fail;2544;2704;37078;171582;9460;59531;275202;31076;7378;24500;204789;227234;9447;104062
4413;fail;fail;fail;fail;fail;fail;54834;fail;5116;fail;42912;fail;fail;fail;fail;5996;fail;68266;75512;12127;fail;80153;fail;fail;19113;fail;fail;fail;78820;fail;fail;fail;7991;fail;fail;78715;174766;190528;56763;7574;82871;9127;32292;25102;225204;23643;170653;145225;8883;83907;38506;56926;30182;94979;2204;60705
4414;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;13808;fail;fail;28035;40074;fail;74910;fail;fail;fail;20805;5273;fail;fail;52761;80679;fail;23382;fail;4826;48810;214625;201116;31955;203319;107383;fail;192210;109345;68862;361765;46096;79253;135319;348609;1206;51206;7386;16131;5273;31707
4415;fail;2434;fail;fail;fail;fail;fail;fail;fail;30739;94756;64900;442;34583;fail;fail;8323;fail;fail;27596;fail;27719;12007;fail;fail;fail;fail;fail;23144;78907;fail;fail;fail;fail;fail;34145;93021;132742;128466;348346;209475;371030;35165;293924;99755;35878;9665;926;228468;97416;59251;7870;158834;124888;24801;127704
4416;fail;fail;fail;fail;51822;33819;fail;fail;fail;fail;fail;fail;fail;fail;fail;63975;27388;8489;fail;75620;fail;13547;fail;6739;23820;45102;fail;fail;40071;76958;46206;10309;43829;23453;45183;109916;298597;36592;250265;fail;22452;195447;134755;68194;122585;63035;123297;8457;492703;94448;162652;7010;75893;168141;256518;216594
4417;fail;fail;fail;fail;fail;fail;fail;fail;fail;548;57317;63057;fail;fail;fail;59340;fail;24404;63294;fail;47702;76283;fail;fail;96662;fail;36392;fail;41300;31093;54467;fail;11;35858;86521;33132;29300;29618;25431;53192;3877;138663;20085;320954;19850;54985;259490;141115;130961;34911;305092;374781;62344;89188;47959;5856
4418;fail;3343;fail;1184;89237;fail;fail;fail;47422;74777;7722;46194;fail;fail;fail;fail;42008;84292;fail;fail;fail;88974;944;14464;8770;37772;44536;63860;fail;5409;fail;26805;fail;fail;fail;30869;376257;35982;111339;68075;42343;47688;44557;24255;20343;163594;31975;41100;95132;14086;86979;32884;50911;47509;152204;62685
4419;fail;fail;fail;6991;57025;fail;fail;fail;fail;fail;45127;45517;fail;fail;fail;25187;91045;fail;fail;21098;fail;36265;fail;fail;10883;fail;44580;10341;fail;fail;47346;fail;3243;fail;fail;69575;1705;145017;394;114167;233429;99439;154084;139030;166469;274217;14694;56375;268910;21235;4663;30669;48044;76862;143172;43763
4420;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;5202;fail;fail;fail;fail;43060;fail;fail;fail;50163;fail;fail;81007;26471;fail;52663;7801;fail;fail;97873;45248;fail;fail;60777;8648;42742;26131;241316;32131;796;70043;511056;181944;3540;157354;55206;465484;81406;59507;14295;1701;22617;132591;77400
4421;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;6950;14342;fail;fail;fail;fail;fail;63647;fail;fail;fail;fail;fail;fail;fail;45536;fail;55890;24312;fail;75937;11812;65155;fail;22370;215199;127464;149106;108540;30718;18126;74275;7174;202791;46577;3403;24036;114856;32687;40019;43065;64508;1019;62287;184;19857
4422;fail;fail;28004;fail;fail;fail;fail;fail;fail;fail;fail;fail;83160;75696;fail;84688;40820;69360;68523;43287;fail;14214;70883;fail;fail;70220;14361;fail;56889;21561;6221;23662;58027;fail;28354;91788;61692;160066;61213;96491;69921;5203;130479;119292;532377;58014;84011;57048;103134;57383;50393;74226;22112;168053;31277;64508
4423;fail;fail;fail;fail;fail;68724;513;fail;fail;4722;fail;8166;47320;fail;fail;fail;fail;93883;fail;82187;fail;fail;fail;40038;70404;18483;12469;19673;19363;fail;27608;fail;36018;15093;4045;6691;75330;94478;107232;335295;fail;33405;225783;15933;39569;49382;310184;40817;30354;85825;14688;80817;22887;11878;73940;11733
4424;fail;fail;fail;fail;fail;fail;71427;fail;fail;fail;fail;37136;fail;fail;fail;fail;70378;fail;37989;fail;86152;14546;5414;fail;35814;25540;fail;fail;fail;53032;fail;11965;74569;13969;fail;7582;175908;28344;189064;70641;212216;20347;118016;711285;147818;185493;245009;168804;22196;6817;10515;55336;6403;113537;117111;18214
4425;fail;fail;fail;fail;fail;75984;82243;fail;fail;40206;46908;98506;54271;12441;fail;fail;fail;fail;fail;fail;93007;22986;35146;4788;74475;fail;fail;59783;13749;69676;fail;fail;10299;fail;45311;273355;362670;321162;198598;117278;256201;16490;23156;20422;203764;100153;119399;124701;552693;23425;71119;101200;34380;4013;27484;26675
4426;fail;fail;fail;fail;fail;fail;192;fail;fail;fail;fail;fail;46494;fail;fail;31660;fail;fail;52056;50735;fail;fail;fail;fail;fail;fail;fail;fail;60494;fail;25118;73152;9439;fail;38880;97594;65584;120996;49944;102819;16958;29564;190116;50388;62155;408088;112037;124944;42806;164250;10928;104124;53144;32859;125371;2650
4427;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;44648;fail;7240;fail;fail;10145;34853;58508;2895;74006;23975;fail;fail;fail;fail;fail;2842;58223;83142;71394;fail;22729;58588;fail;53028;125939;101035;214943;24794;209569;68217;43421;18055;96257;685;39102;184599;46115;49329;55282;42143;1700;35947;47719;9725
4428;fail;fail;fail;fail;82712;fail;43814;fail;fail;23192;fail;56655;fail;fail;fail;fail;fail;15799;43358;67471;13768;44197;6593;49968;42057;79111;8049;83072;22701;18985;11274;fail;63097;47832;23802;31039;275280;81145;204728;42895;92383;100774;41161;77421;31403;1238;403022;313501;848765;19558;82836;43906;10627;34272;229739;83674
4429;fail;fail;fail;53921;fail;fail;81282;fail;fail;40937;6139;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;93357;fail;77220;fail;fail;fail;fail;fail;25168;fail;fail;fail;77223;54576;15675;387354;159517;62414;fail;32292;23439;20497;26524;18653;24179;113638;233629;76831;94344;473905;453480;127841;67757;88949
4430;fail;fail;fail;fail;fail;fail;fail;fail;fail;72144;fail;fail;fail;fail;fail;fail;fail;fail;fail;53153;fail;873;27372;fail;20823;6508;27889;51010;fail;59392;fail;12451;76962;44657;37146;161172;6578;136685;179960;101582;189390;29337;139464;104601;199684;257114;18486;308417;96713;21293;52272;429350;474581;140751;73892;492473
4431;fail;fail;fail;fail;18646;fail;fail;fail;86105;19167;14987;45704;49356;fail;fail;12115;fail;fail;fail;10294;fail;fail;78175;fail;fail;51137;fail;22447;fail;52264;20198;73376;53934;5847;fail;60123;57683;33192;356971;fail;112387;19215;108562;16646;24666;282571;70609;105089;3570;23314;14453;149059;157337;7824;70102;26892
4432;fail;fail;fail;fail;fail;fail;fail;fail;fail;9989;fail;fail;fail;fail;fail;67162;29754;16387;fail;42687;43945;2002;fail;fail;fail;89459;fail;fail;fail;fail;79928;15773;fail;44723;24268;314957;415893;3511;141768;216320;41192;78605;76313;19730;3835;5744;49893;22460;36831;129150;18913;34854;279627;258018;279141;523059
4433;fail;fail;fail;80968;fail;fail;fail;fail;fail;32664;fail;fail;fail;31590;fail;30202;fail;fail;fail;92142;10339;fail;89544;11223;37849;61784;13349;33053;35704;4803;fail;1481;fail;fail;24707;55131;8816;14839;25463;6692;15612;24479;345674;131094;147931;15411;11280;7492;10457;248353;66499;44054;29420;1552;44201;140694
4434;fail;fail;fail;fail;20835;12602;fail;fail;fail;15054;fail;fail;fail;fail;817;61868;53343;53483;2174;fail;fail;7471;fail;75174;33783;fail;24838;fail;fail;74874;5048;22215;50298;fail;61050;34333;5204;3339;12179;67606;9545;13376;198553;743;37875;21455;61238;2264;134950;46959;81803;154239;158031;151222;31780;152262
4435;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;86264;fail;fail;fail;fail;fail;fail;8199;19782;fail;58562;fail;23899;49143;fail;fail;fail;fail;7462;24411;fail;74583;fail;fail;17457;70838;10790;5696;6289;285054;151318;99401;95075;332140;58069;51135;878763;131316;42577;47937;6804;7031;109074;83275;10275
4436;fail;fail;fail;fail;fail;fail;42179;fail;47248;fail;58789;fail;83591;fail;fail;fail;66384;11900;fail;27523;fail;31143;99983;fail;14481;fail;97243;78091;fail;75025;fail;fail;fail;fail;fail;5524;324893;41904;246873;888;240399;fail;164220;659402;220714;132909;127142;28768;278600;68696;23305;25913;23034;27069;43597;44628
4437;fail;fail;fail;9558;83299;1134;fail;fail;fail;fail;fail;12471;fail;fail;590;fail;49259;fail;13369;fail;6488;79284;fail;66610;34745;17258;5150;fail;fail;66479;3393;fail;28484;fail;64143;32312;43493;44962;269588;109719;141771;156846;246485;44679;265663;189707;61069;47195;fail;122405;153486;160469;36052;132314;45549;14586
4438;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;97069;fail;fail;fail;fail;fail;fail;378;fail;fail;fail;fail;fail;31826;64057;46981;fail;fail;19462;fail;fail;22775;fail;9990;fail;132162;259856;135565;35278;77380;22612;fail;28741;13659;188131;204838;709671;253056;181843;30180;28267;179296;40830;70182;97858;63596
4439;fail;fail;fail;28844;fail;fail;fail;fail;fail;fail;fail;fail;69222;fail;fail;14371;fail;91304;51922;97537;fail;fail;fail;fail;fail;383;fail;fail;93455;fail;fail;17702;19419;34394;28647;106449;32896;47637;12404;78055;65620;13198;36222;6300;484872;213633;149236;213767;146262;36553;153412;38358;409105;37352;25144;88451
4440;fail;fail;fail;fail;fail;fail;fail;fail;83266;fail;fail;58456;27304;35497;fail;fail;fail;36270;92343;2673;fail;46996;70682;67290;fail;30024;21987;51303;72481;39504;2018;fail;fail;83167;8682;859;21382;34279;119493;46558;33687;219471;25146;84005;24635;112716;66503;59464;76672;37644;15007;15650;54595;153290;772987;26398
4441;fail;fail;fail;fail;74519;fail;fail;fail;fail;fail;1365;22266;fail;45465;fail;fail;fail;fail;fail;fail;fail;67148;fail;fail;fail;2101;61192;45569;22892;fail;27266;fail;8490;13763;11629;77308;60219;13814;fail;29066;3083;573;22038;40911;64002;78012;157183;162786;68350;45812;71819;30883;113479;298684;32200;96229
4442;fail;fail;5982;fail;fail;fail;fail;fail;8582;96850;3809;23065;fail;fail;fail;fail;fail;fail;29205;fail;59109;78179;1172;68504;fail;83855;fail;97408;18283;38739;95267;67852;29863;fail;10720;73175;119791;61092;49694;120389;4686;216438;21689;90251;21574;167033;431437;26907;78732;2485;27380;136559;2265;102643;108985;89601
4443;fail;fail;27962;fail;10909;31457;fail;fail;10522;fail;52490;fail;fail;fail;7769;4404;86822;9660;20305;68386;11770;92977;fail;fail;16844;6846;fail;90734;48623;fail;6041;55844;fail;fail;8053;15314;73391;4326;50954;257683;4670;32797;32502;24500;16913;22236;133689;161539;12896;94072;79398;123526;52696;222452;25671;3273
4444;fail;fail;fail;fail;fail;fail;fail;fail;fail;68940;2269;22682;1891;fail;fail;fail;fail;39048;fail;31939;fail;5439;19886;fail;fail;1594;fail;60761;fail;fail;2241;fail;fail;fail;68677;93498;94057;18736;36734;42983;171054;38359;13358;13384;112803;57642;2163;27825;36582;28217;26265;85208;46754;73006;61663;155858
4445;fail;fail;fail;61177;6220;fail;16964;fail;fail;21256;fail;fail;fail;fail;fail;21674;fail;fail;fail;5144;43942;fail;36655;fail;fail;fail;11185;50373;16078;fail;fail;65741;89382;72997;5905;120919;9188;193620;61243;54296;5112;6815;57837;59905;20530;3158;105255;189826;117943;54560;6918;107021;25048;50661;15435;622684
4446;fail;fail;fail;47788;35652;fail;fail;fail;fail;53385;6676;fail;fail;fail;fail;fail;41542;91228;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;16676;89030;44898;57611;95755;80068;21940;11252;134800;62774;114797;657;228057;76592;179234;37716;272433;127983;42615;80305;13620;37091;32376;45794;17044;3180;1534
4447;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;69705;fail;fail;fail;fail;fail;fail;57818;3842;33379;10129;54910;10556;62589;22568;1121;92286;8960;64289;fail;15252;fail;28641;fail;5325;17652;314079;178951;27457;257470;165557;212616;1169;450150;12197;15176;146906;697746;16450;16665;140854;4169;12919;152097;142226;53463
4448;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;30971;fail;79992;fail;fail;fail;990;13297;65179;fail;fail;67209;fail;48991;70689;33500;fail;86283;fail;fail;17202;84402;60717;fail;fail;35682;283946;91724;153621;53806;261336;97416;52169;154739;51060;119203;14399;143558;86204;20291;79722;18005;74555;52766;57326;31172
4449;fail;fail;fail;fail;fail;59354;fail;fail;fail;fail;3140;fail;fail;fail;6706;6332;51190;60268;46845;9699;10779;390;14117;fail;fail;2073;fail;fail;67913;fail;fail;40068;47514;fail;fail;35705;52590;fail;424832;270790;61559;27468;62389;76661;7943;83330;5053;299952;33179;33034;84908;164051;13354;46732;82705;558038
4450;fail;fail;fail;fail;fail;fail;fail;fail;8925;26681;fail;57859;fail;fail;fail;89797;33562;fail;fail;fail;fail;21992;fail;fail;89899;12391;fail;8763;964;fail;fail;fail;fail;20679;fail;105481;14697;10912;77607;10693;28100;19948;60636;31793;137106;6777;105000;230625;58008;53509;368701;80231;155847;107346;401163;415976
4451;fail;fail;fail;fail;fail;84642;fail;fail;fail;fail;fail;fail;48502;fail;fail;62399;fail;50417;74120;fail;fail;4499;fail;22597;76689;fail;98205;49982;575;fail;27358;47860;fail;75195;30508;13931;111714;212569;100107;10550;59392;180515;6141;446763;10751;697980;275603;130084;119331;323946;741;122976;52873;179082;205020;31446
4452;fail;fail;fail;fail;fail;fail;fail;fail;14533;fail;fail;fail;fail;fail;fail;fail;fail;94050;fail;17039;10950;40680;fail;37833;55652;99124;fail;26447;10476;fail;79769;1666;15514;25833;fail;34458;17606;51831;59992;88131;286830;128617;140589;236241;95624;305411;130221;84355;73808;35491;59030;186535;76183;248373;21448;10865
4453;fail;fail;fail;fail;fail;fail;fail;fail;fail;52332;49073;fail;fail;fail;fail;fail;22805;fail;fail;34231;fail;fail;fail;fail;fail;76866;fail;fail;fail;fail;43823;36334;965;fail;87237;5596;8700;112421;17345;23456;17134;79575;108900;146058;154276;266055;87892;232961;281109;165865;137801;12085;77335;22686;14817;325376
4454;fail;fail;fail;fail;18792;fail;23723;fail;fail;fail;77374;fail;fail;fail;fail;fail;fail;fail;91341;fail;fail;68555;fail;48455;77705;fail;40435;fail;84760;23174;9402;2269;3923;fail;fail;54116;330075;191124;103049;fail;27874;145302;13152;185403;90783;31971;200871;1832;44344;70974;68428;115044;169470;17940;38378;18157
4455;fail;fail;fail;fail;46110;fail;fail;fail;fail;fail;71157;fail;fail;17329;fail;24934;27043;57114;24518;fail;66216;54845;fail;fail;fail;fail;88838;41075;16592;14267;14303;fail;fail;17265;fail;226040;213551;95916;fail;11894;fail;3362;33910;109596;112482;155363;328668;2781;15756;395158;52656;41173;216509;27210;24549;22994
4456;fail;fail;fail;fail;fail;fail;fail;fail;fail;35517;33193;fail;93162;fail;fail;fail;68421;95205;fail;fail;fail;fail;57585;fail;fail;35463;fail;fail;20907;36102;22125;94048;69032;58324;fail;55089;38839;53088;12212;197267;152244;23343;15166;1511;153255;45240;66157;65836;10028;24169;737;25395;29093;26871;31137;117753
4457;fail;fail;fail;fail;fail;fail;fail;fail;2913;36988;fail;12596;42182;13913;fail;fail;fail;fail;54073;78585;500;fail;53780;fail;fail;64636;94087;fail;46775;fail;fail;13985;fail;34412;fail;21881;28083;61403;336216;4118;2320;197451;107072;11590;129598;125606;94338;15792;107313;100896;3883;41347;12437;16634;41964;117250
4458;fail;fail;fail;fail;fail;fail;fail;fail;53029;7445;63459;42972;52459;fail;fail;73838;fail;91521;fail;fail;fail;fail;fail;fail;fail;fail;fail;fail;38699;50018;86349;fail;fail;fail;fail;47234;265469;5552;219014;174529;216105;286045;105966;167083;171139;6014;31875;80595;10166;61810;93350;110917;76657;90316;30313;57861
4459;fail;fail;4813;fail;fail;fail;9747;fail;fail;67389;fail;fail;fail;fail;fail;fail;26960;fail;fail;87824;91076;fail;fail;fail;86465;fail;16956;26390;5140;1190;71122;36518;6334;66294;fail;46299;35485;131226;163674;58862;93349;74940;34401;5631;2516;3055;34190;18789;112335;72436;321248;67012;594627;25618;216728;148495
4460;fail;fail;fail;fail;fail;fail;fail;fail;1520;fail;34905;15178;15899;fail;fail;fail;fail;22142;fail;fail;fail;fail;fail;40984;fail;fail;53816;fail;50239;59219;fail;47976;fail;fail;fail;148421;261639;28429;24866;36874;284389;31715;79846;313310;29025;20651;93116;401063;13220;20984;178240;26987;109596;5449;333728;343046
4461;fail;fail;fail;fail;fail;fail;fail;fail;fail;56804;358;fail;fail;fail;fail;44268;37889;fail;fail;16711;fail;16137;fail;88840;77576;81253;12636;99655;15577;fail;fail;29672;fail;11722;fail;33802;92979;14538;105314;4640;21715;9499;18829;29675;24235;14020;6654;54917;67291;43403;26607;4624;27034;18056;39594;92037
