;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25
5825;4;16;4;29;8;8;1;66;3;12;0;3;57;22;18;977;86;102;4922;84;83;82586;58;69
5826;5;22;4;3;54;5;6;18;23;791;4;2;144;61;57;27;22;10;6575;53;57;38097;6;53
5827;9;20;14;0;18;9;5;51;15;14;26;2;6;25;14;593;37;42;6413;4;40;34;53;35
5828;3;13;2;15;2;12;92;0;1;0;11;13;936;23;24;476;23;59;2240;28;20;7577;64;65
5829;33;3;7;3;30;3;0;22;20;8;6;3;668;27;42;3268;101;57;6716;98;43;8655;72;64
5830;54;2;6;0;10;10;3;1;18;545;38;43;207;22;16;1604;35;39;3668;251;5;7538;820;62
5831;7;3;3;117;22;7;27;19;11;252;29;29;679;37;18;118;24;16;4455;62;28;21992;431;128
5832;6;4;24;17;5;20;120;18;5;12;53;11;410;11;51;2300;27;24;3688;52;27;13896;307;25
5833;7;40;4;5;38;10;1;81;16;152;36;31;54;12;26;40;7;31;7033;85;42;4;43;50
5834;4;18;9;0;5;15;162;10;17;43;65;7;10;8;17;215;129;31;547;20;7;23525;60;123
5835;15;7;9;11;22;13;27;7;4;83;57;6;1551;9;22;7300;12;27;1760;36;74;9026;18;115
5836;34;6;10;25;80;8;8;1;0;267;55;44;0;29;66;6284;209;26;39459;19;42;13795;99;60
5837;13;13;12;37;75;16;64;72;23;783;39;7;657;15;19;1303;79;28;13251;238;106;21112;103;22
5838;10;8;13;9;9;13;3;0;17;18;49;7;481;36;21;79;53;16;945;35;24;15356;67;107
5839;0;13;0;66;1;5;25;10;13;43;9;10;411;33;50;6313;19;52;21677;47;38;27577;954;54
5840;5;0;7;34;26;0;129;7;24;107;115;13;10;36;13;6211;44;12;67;158;77;71213;29;114
5841;7;3;1;25;9;11;24;7;0;10;9;36;525;44;44;1516;60;35;72;20;48;28425;17;140
5842;4;0;7;25;5;16;34;10;24;139;36;11;326;31;19;25;39;25;14193;36;17;1134;17;37
5843;0;10;0;2;6;11;10;18;17;651;42;58;1195;47;11;2311;65;1;10;33;32;37215;236;76
5844;11;4;5;11;21;20;0;28;3;55;7;16;93;179;14;88;24;51;9404;38;12;15289;48;82
5845;1;15;8;50;1;29;12;13;1;279;75;11;342;71;19;3254;54;73;4742;23;11;12372;59;70
5846;6;5;14;0;36;3;3;49;3;29;55;41;696;28;26;773;45;30;8426;36;23;230;471;18
5847;8;0;1;33;4;14;0;48;20;98;12;6;35;10;16;9572;70;24;842;24;20;5171;112;24
5848;69;6;5;90;7;18;22;14;18;857;23;40;3;3;19;3760;94;30;1698;88;13;11706;45;33
5849;5;3;5;98;26;15;46;63;10;118;22;25;675;9;32;3308;22;67;14362;14;14;70444;26;50
5850;9;1;13;23;14;14;37;72;19;52;57;15;16;21;32;6;78;51;6697;16;99;26178;30;33
5851;7;4;3;11;19;13;170;34;13;36;15;11;70;39;9;401;45;19;107;47;41;13870;813;68
5852;15;4;5;3;1;14;123;39;17;36;56;2;160;56;15;15;29;35;1862;38;39;25665;58;76
5853;20;4;3;20;2;21;45;30;2;724;48;33;82;40;28;3728;31;25;953;7;21;14547;849;62
5854;0;13;13;26;0;2;27;0;7;10;9;10;8;0;23;57;57;62;1039;43;32;113;38;84
5855;11;8;21;2;46;11;36;57;20;878;46;25;1386;53;45;324;68;24;7927;145;66;571;90;26
5856;7;3;16;21;25;23;68;26;27;32;72;31;8;10;50;6690;7;14;2901;18;52;3143;297;36
5857;9;1;7;6;14;19;13;53;18;58;31;0;2944;25;23;3288;34;55;1402;14;27;3;55;16
5858;32;12;16;0;5;19;9;19;10;339;37;24;1149;112;16;139;11;30;6549;13;2;38295;64;44
5859;13;2;0;142;10;7;41;29;8;273;9;20;1823;4;23;582;106;79;15400;39;92;13319;47;33
5860;2;2;0;6;9;1;280;7;23;43;18;12;432;30;12;1901;31;18;5610;113;53;4732;6;16
5861;5;6;3;25;3;9;39;30;6;59;5;18;1491;38;17;354;70;11;4694;18;20;97;10;21
5862;1;8;5;13;21;13;172;0;3;476;68;26;11;5;15;2262;69;47;30;23;43;11422;62;89
5863;18;1;21;7;12;15;6;9;25;46;8;25;1063;10;20;6002;13;22;5949;64;83;9145;105;234
5864;0;41;6;140;20;25;40;23;13;27;59;17;459;20;19;1985;31;23;4586;86;31;36;23;36
5865;12;6;2;2;14;4;0;79;0;159;6;24;32;92;57;223;11;52;2739;35;6;5064;26;75
5866;6;1;8;4;2;1;102;60;9;482;46;36;530;18;17;42;18;57;3462;76;50;32;18;70
5867;7;2;9;117;11;14;90;42;31;13;22;11;95;94;25;34;47;29;28;14;7;46759;75;216
5868;2;32;4;1;1;9;127;53;4;171;91;0;2628;84;93;328;37;51;3336;149;44;51201;173;49
5869;32;22;2;26;5;19;17;13;24;112;19;18;235;13;49;595;17;68;5184;180;16;99133;100;110
5870;12;7;1;29;6;5;13;10;22;113;26;32;145;72;14;4114;16;55;3277;134;39;67062;382;118
5871;27;4;9;100;4;7;45;11;19;171;12;15;2164;6;15;2759;103;37;65;236;106;39584;544;24
5872;21;11;12;25;5;4;42;20;34;31;13;13;223;19;15;7499;53;19;467;90;40;43;44;44
5873;7;15;1;15;32;21;19;14;3;83;19;3;354;22;1;52;43;54;9182;17;19;18263;79;66
5874;17;12;3;34;8;13;5;3;13;381;35;8;3128;128;63;2516;33;30;3;22;17;10600;345;41
5875;9;3;1;32;148;12;85;8;6;6;33;9;630;30;38;2145;52;12;89;65;95;13595;671;72
5876;24;3;10;1;0;16;60;3;23;115;57;16;1907;52;14;3809;26;46;479;48;31;9572;58;57
5877;2;5;11;70;71;13;145;15;13;153;49;2;34;5;58;5185;36;8;163;253;40;4144;237;56
5878;1;8;15;3;3;2;33;0;12;74;24;10;1810;5;0;434;19;19;4412;33;49;31324;283;79
5879;35;17;4;37;59;24;83;16;0;243;59;10;1297;16;29;305;16;31;1986;154;23;13797;299;55
5880;0;3;7;3;4;30;9;12;9;39;12;4;54;116;31;7363;79;20;126;80;61;900;116;91
5881;24;1;4;18;4;17;60;54;5;4;19;8;126;91;33;9;18;20;11803;100;18;59684;27;74
5882;17;4;7;16;9;18;5;19;3;92;97;52;774;12;27;2549;122;33;31;66;17;50191;30;13
5883;2;23;0;2;52;14;41;38;5;30;25;67;12;17;13;191;7;29;57;154;141;41767;738;22
5884;16;7;3;69;37;17;23;2;13;97;14;29;246;4;25;797;106;9;64;99;62;54586;59;73
5885;0;0;4;40;10;19;13;6;18;203;16;13;712;0;37;4811;21;14;59;64;67;2292;519;46
5886;7;5;11;31;0;13;63;30;2;206;37;9;74;25;27;851;23;37;10491;39;25;60;1085;63
5887;41;6;4;5;51;17;3;45;20;338;12;8;1386;102;21;89;105;34;10;29;43;5238;326;33
5888;4;10;1;0;63;8;102;10;7;12;8;17;305;52;14;117;106;40;11014;103;35;73510;87;23
5889;3;20;10;4;1;7;60;26;11;71;79;39;709;38;1;811;90;31;36;52;28;792;81;106
5890;18;17;6;58;7;28;14;3;40;28;72;31;1178;25;22;7481;40;18;29;173;45;8111;28;60
5891;5;1;4;64;0;7;59;19;9;163;18;17;494;3;25;16012;15;31;63;48;42;41385;44;21
5892;1;21;0;24;12;8;4;77;13;355;49;15;2190;46;7;3995;59;14;4803;30;34;40427;189;45
5893;8;16;1;7;40;11;22;81;19;275;29;13;381;33;22;4341;20;61;4584;292;15;2982;767;73
5894;10;4;6;39;63;4;9;7;11;434;53;21;5;25;9;1609;16;104;10229;233;180;182;583;125
5895;5;5;10;22;1;13;27;74;0;16;139;20;1305;36;7;5984;9;37;14798;43;33;39545;129;82
5896;14;6;3;25;9;19;9;90;10;197;19;66;306;82;19;62;19;95;380;43;13;52690;371;112
5897;45;5;0;19;3;8;13;1;6;126;105;26;65;22;24;731;43;26;9597;37;51;216;3;38
5898;15;13;0;27;16;21;64;37;23;335;29;21;396;22;34;68;17;20;1;4;21;71;35;152
5899;5;1;8;7;9;0;4;2;33;19;5;5;65;26;49;10941;49;63;4039;37;135;134;59;35
5900;17;0;11;14;29;24;1;11;4;29;72;14;23;13;16;3919;60;14;30550;13;14;65692;27;35
5901;24;2;5;6;58;19;115;8;19;411;10;15;385;45;13;199;13;8;4783;9;59;16199;6;21
5902;27;6;5;21;10;9;4;23;21;135;12;51;1048;3;33;421;61;19;1403;6;10;9694;48;12
5903;2;17;1;23;0;18;32;13;0;266;84;15;935;7;44;79;131;12;1104;7;41;75;37;33
5904;0;20;4;4;6;11;4;4;7;11;30;1;1615;16;58;1450;138;17;20;170;55;33011;41;51
5905;5;9;21;55;29;4;3;15;27;197;3;8;159;29;52;8114;81;36;7798;17;14;208;10;56
5906;2;4;16;36;6;10;59;29;51;332;37;60;387;16;35;724;18;131;48;28;23;9694;80;16
5907;11;10;1;40;6;9;103;4;13;6;2;19;15;24;27;3052;115;20;275;16;119;85836;31;52
5908;3;1;5;0;6;1;44;21;15;763;18;22;1395;8;19;5667;12;16;1858;123;16;15119;449;81
5909;16;1;12;16;1;9;18;4;4;705;73;20;285;42;25;9;23;34;4303;50;17;75;468;24
5910;5;24;9;1;6;4;15;37;4;6;3;39;32;38;53;23;85;30;8138;59;25;39;68;58
5911;9;29;8;11;38;15;21;3;0;338;4;14;521;30;10;24;26;23;2182;182;1;43401;68;52
5912;40;12;3;45;4;4;0;7;17;108;14;15;10;12;11;7517;12;16;8953;20;54;138;20;27
5913;9;5;8;1;59;10;12;10;15;1269;6;18;771;35;21;927;40;21;948;43;23;7150;34;132
5914;30;4;3;19;11;1;4;25;4;84;57;5;1269;43;18;2;60;87;6126;17;33;340;145;42
5915;7;4;10;13;7;8;39;9;16;366;46;41;435;43;57;1071;7;36;683;42;0;25216;38;32
5916;2;7;10;5;15;1;11;16;9;76;80;4;32;18;29;6203;41;36;78;18;78;18810;502;158
5917;8;17;0;16;24;10;7;2;40;288;17;12;383;52;25;24;121;44;3829;28;120;16382;619;41
5918;18;5;6;1;13;17;155;4;0;26;33;26;173;62;0;2093;24;36;17601;65;36;5056;131;93
5919;53;8;11;7;61;10;67;29;6;12;43;46;56;56;12;810;119;79;1352;14;55;67146;383;70
5920;25;2;5;46;29;8;208;4;11;22;76;26;2;32;11;6423;52;4;7124;33;28;19891;56;87
5921;11;14;12;69;10;0;0;3;6;9;10;52;26;1;50;3878;27;34;1332;56;170;10045;115;56
5922;5;8;7;10;3;4;206;1;8;404;1;13;219;35;26;1161;36;44;26;130;7;3811;33;54
5923;25;3;9;67;9;3;64;32;19;589;1;16;477;10;20;57;144;28;76;67;25;131343;23;60
5924;17;2;4;3;60;37;19;35;3;4;14;15;401;53;29;240;70;49;9018;22;46;53434;170;16
5925;30;24;9;38;5;26;11;7;3;242;31;9;20;37;15;2065;1;6;1094;79;82;29757;58;187
5926;6;8;1;83;11;6;32;3;11;12;58;31;801;47;58;301;50;34;10;43;46;79;69;14
5927;2;5;14;78;10;0;1;11;5;41;10;18;19;12;39;4594;217;17;15429;277;23;114;141;10
5928;5;21;17;6;30;3;4;85;7;732;49;10;381;15;13;26;64;26;458;40;12;5931;42;91
5929;2;8;1;28;12;19;5;24;17;197;8;8;153;89;4;929;37;46;81;56;56;14244;28;35
5930;0;12;19;3;38;4;6;0;15;539;20;29;54;95;23;407;71;41;7799;51;24;169194;414;41
5931;0;11;7;30;24;4;0;27;2;281;22;0;857;6;13;23;70;22;22;10;35;34480;190;27
5932;29;10;4;61;14;2;64;12;12;5;34;28;39;10;30;1;102;40;0;51;12;24023;126;38
5933;1;10;5;33;21;9;11;27;12;30;87;28;314;21;10;2379;14;70;5966;35;69;7;121;44
5934;4;3;15;7;12;6;55;29;1;33;65;8;225;22;31;52;8;23;776;48;41;7490;86;35
5935;46;18;16;7;16;7;156;7;11;655;115;25;29;75;62;5616;104;38;1442;47;39;989;108;33
5936;0;4;13;14;59;13;242;0;28;335;25;17;1237;40;42;906;127;12;29;106;30;1768;60;91
5937;29;25;9;7;14;10;2;17;15;76;3;10;22;35;32;7;117;18;851;147;25;23133;29;39
5938;17;38;6;12;7;14;67;0;20;481;6;28;151;47;23;5616;74;15;48;11;55;5171;105;82
5939;2;6;10;33;2;27;0;8;7;214;29;26;566;42;68;1291;112;67;33;251;31;38;170;136
5940;68;6;7;56;3;20;2;10;10;580;6;26;146;34;38;558;38;11;3905;21;84;83775;16;55
5941;3;6;11;4;27;9;191;9;13;130;35;11;1907;31;5;46;10;16;76;10;8;13807;45;50
5942;6;4;3;19;2;14;9;80;7;414;46;21;31;55;15;32;29;33;23779;204;20;98219;594;35
5943;3;9;22;40;0;13;95;41;6;0;0;7;136;75;45;26;14;18;2692;14;90;86;25;72
5944;1;15;9;0;15;2;24;13;9;189;15;11;160;29;20;1584;59;31;9394;197;44;133;81;36
5945;29;1;5;5;12;7;40;4;16;447;28;8;316;33;11;19;23;70;1601;216;157;96;479;25
5946;3;2;6;13;2;17;1;7;5;145;11;31;156;17;4;6084;5;33;2378;13;42;6230;50;75
5947;0;18;5;108;25;9;8;23;24;11;9;8;1068;23;4;420;63;142;11288;23;41;58;112;13
5948;6;4;1;59;3;0;31;8;10;8;85;15;570;105;27;5549;4;48;57;202;43;67407;403;38
5949;2;0;16;16;21;0;26;8;1;550;1;10;32;44;23;51;59;23;39;29;93;54;106;61
5950;3;1;0;9;15;6;122;12;9;416;21;7;866;62;0;7892;93;20;88;115;80;192;280;203
5951;9;5;10;31;0;18;17;59;25;21;11;16;274;20;23;621;33;19;2;12;14;181;54;7
5952;21;25;8;110;43;10;57;7;12;396;20;10;184;37;0;8645;71;21;29;82;30;198200;16;57
5953;5;1;10;29;60;5;141;3;2;47;78;8;950;27;27;1504;44;17;7814;19;33;229484;678;180
5954;1;4;5;66;16;10;11;16;18;68;143;8;640;20;42;2370;8;8;22351;96;83;11575;66;73
5955;0;4;2;48;4;3;40;18;21;52;147;22;433;21;11;48;44;0;69;47;104;37921;36;73
5956;4;45;10;6;21;7;7;39;17;21;55;2;76;16;14;66;53;40;527;6;59;187;9;26
5957;20;6;2;0;19;6;2;35;6;132;47;6;249;79;38;1478;8;25;4664;51;50;11669;36;124
5958;6;11;1;5;7;6;18;41;7;445;18;16;5;8;35;5;115;16;26;25;25;33797;1558;23
5959;19;2;8;9;6;6;32;38;11;13;14;5;1276;25;24;49;35;53;9840;60;18;15331;36;102
5960;8;4;2;22;15;11;41;1;4;44;4;9;63;27;41;828;104;40;28;16;19;39747;16;80
5961;31;0;5;6;47;3;1;23;1;147;53;13;10;7;9;18;62;59;4199;13;82;58;114;52
5962;5;10;2;17;1;7;74;2;0;232;68;21;12;20;29;1644;84;24;14;86;22;69676;115;207
5963;7;2;3;5;8;16;8;5;31;14;64;24;1116;16;19;1450;61;5;5027;66;54;110;63;38
5964;8;15;1;0;5;7;73;58;4;369;33;54;114;53;6;7992;44;25;52;105;36;3695;378;32
5965;4;3;0;4;3;16;8;36;10;6;39;17;804;40;27;11739;83;20;10181;192;15;82163;76;89
5966;7;3;21;64;0;1;193;18;6;12;81;27;1398;96;15;52;65;8;2554;100;18;49086;31;46
5967;0;3;1;39;46;7;229;6;9;230;43;12;25;49;11;4000;99;24;2934;78;48;22665;48;251
5968;7;13;14;23;18;5;4;20;5;445;16;11;582;8;13;3138;53;18;14821;51;15;26285;94;13
5969;2;8;6;5;1;1;7;7;3;4;41;40;1112;25;48;627;30;29;6730;24;62;26;33;214
5970;0;13;13;19;7;20;7;4;6;503;44;57;217;5;17;18;18;9;5046;28;31;18514;66;42
5971;11;10;1;53;40;11;50;9;29;393;143;3;35;26;9;8497;51;27;32;69;42;42552;375;39
5972;0;6;6;21;16;1;0;22;16;23;101;34;23;43;18;43;136;19;706;48;24;11763;219;39
5973;9;4;6;135;11;13;13;4;7;224;25;27;1418;93;38;4820;30;42;1385;66;30;32;30;36
5974;2;13;0;15;13;8;2;1;16;45;22;35;14;49;23;154;54;15;481;67;37;21611;333;17
5975;6;3;0;17;19;0;20;17;7;150;25;5;380;7;26;1012;56;30;12;18;28;148;392;31
5976;9;7;24;24;1;7;5;1;16;311;27;28;202;49;12;5245;80;9;187;15;52;313;442;114
5977;2;7;2;9;26;7;2;22;6;200;10;1;77;21;28;4756;171;34;28839;225;49;66591;141;54
5978;3;8;7;9;16;10;59;8;0;21;10;5;779;59;2;11225;11;2;2362;379;86;85796;1102;33
5979;3;31;0;86;22;7;2;18;26;45;79;3;176;8;23;686;94;40;16112;114;47;72344;60;76
5980;20;8;5;8;5;11;82;7;20;202;2;6;15;80;22;240;26;21;10448;119;41;95;13;37
5981;0;1;2;21;32;9;0;5;4;101;13;8;37;58;10;5455;33;45;36;47;38;1461;363;25
5982;0;3;11;16;13;1;56;10;13;36;52;16;79;48;11;1486;8;2;3928;79;38;51;139;161
5983;28;17;3;11;3;1;80;4;2;114;3;8;82;6;43;28;35;30;7042;23;11;115272;29;107
5984;20;5;3;25;2;13;22;23;5;37;10;8;1264;41;9;8555;6;43;3;144;52;52477;193;13
5985;25;9;11;1;1;14;140;20;20;168;48;4;13;22;46;363;6;52;3537;63;47;50998;610;51
5986;22;16;12;0;56;5;7;38;0;983;32;32;1351;39;31;1438;91;30;7136;25;45;11991;60;86
5987;61;18;10;3;43;2;13;48;8;1;16;28;5;49;40;1352;34;36;4376;58;115;29259;133;30
5988;26;2;0;64;4;5;104;53;9;77;5;29;4;9;9;71;29;1;7432;87;14;162277;44;33
5989;23;12;9;60;17;14;78;34;22;295;8;37;183;5;13;683;71;25;96;36;15;33164;41;30
5990;20;2;13;0;0;17;11;22;24;54;59;24;106;7;30;5020;7;110;1126;42;49;107157;358;75
5991;8;4;0;98;1;4;1;55;17;96;14;33;1630;15;5;256;53;17;1601;16;61;5071;58;41
5992;0;7;5;12;15;10;71;4;29;237;22;32;33;37;24;4783;66;29;757;32;78;135;27;25
5993;3;8;5;19;67;13;0;4;3;725;90;18;256;18;17;2427;143;14;4911;87;164;24075;303;54
5994;1;3;8;0;0;8;44;33;9;13;16;18;71;11;6;45;52;17;3000;104;8;205;27;34
5995;2;27;3;76;2;4;51;13;7;76;26;23;228;30;22;2689;49;66;14889;129;74;60127;87;43
5996;1;0;15;37;6;12;6;69;11;633;19;17;693;105;14;129;52;43;17;13;29;186;124;19
5997;1;1;6;20;20;0;74;14;17;23;71;23;359;36;47;1182;28;54;8562;63;12;47494;74;28
5998;4;13;7;128;4;6;110;24;20;177;30;1;308;36;34;1869;78;60;4812;32;49;36895;21;224
5999;30;31;4;8;1;20;16;1;13;115;15;7;26;58;11;2910;22;20;5258;18;40;97810;679;79
6000;0;5;9;1;0;9;3;17;10;18;108;66;242;46;2;11608;69;53;9787;69;31;7014;152;15
6001;12;0;3;39;28;1;5;61;8;299;10;3;588;50;34;798;24;38;4013;49;28;34;26;12
6002;3;0;16;9;30;23;7;46;17;55;15;19;64;49;46;5487;67;44;44;42;87;26821;190;134
6003;24;10;1;5;19;7;81;11;6;705;126;12;2786;22;20;3300;22;29;10679;11;64;14461;53;87
6004;24;9;1;13;13;3;3;26;13;9;8;27;0;19;37;4583;8;8;550;33;20;24;216;28
6005;2;4;12;11;7;6;58;1;2;273;58;18;0;39;14;2685;9;44;111;24;27;6618;52;84
6006;52;46;16;5;23;1;23;44;2;226;28;16;548;3;31;8;42;14;5331;11;103;6098;80;64
6007;27;4;6;48;4;5;20;69;12;10;53;18;334;14;6;2211;55;20;5021;19;47;56688;238;33
6008;10;5;9;11;9;20;184;34;13;20;18;12;35;25;10;5142;38;12;56;28;84;28;8;110
6009;4;1;0;32;28;0;6;8;11;482;38;7;700;17;11;2904;9;14;115;21;90;7684;910;91
6010;0;6;6;42;5;8;0;13;4;385;27;12;519;48;10;3651;22;34;55;15;73;11032;198;43
6011;54;6;0;12;10;5;64;12;12;734;38;45;864;21;25;23;31;39;26153;17;23;87;40;82
6012;0;12;12;0;19;3;8;25;2;70;30;5;1447;61;17;27;10;46;60;76;119;2;16;41
6013;24;3;7;4;1;3;85;9;9;30;85;14;115;9;26;5506;119;52;23;48;13;1016;12;31
6014;6;0;12;4;97;4;148;23;10;5;9;7;534;98;20;80;19;19;8297;408;30;23371;282;11
6015;23;4;0;98;15;8;9;10;11;566;10;11;7;12;5;3532;55;11;77;301;85;28934;30;32
6016;21;11;4;5;7;6;37;22;6;0;40;22;9;22;58;68;2;84;16662;73;11;40408;62;111
6017;1;10;4;37;0;3;65;1;37;42;47;25;22;36;22;256;108;29;178;216;98;6691;18;32
6018;9;2;4;8;17;0;168;17;10;8;10;45;21;73;15;2375;20;12;20154;66;75;607;51;41
6019;10;9;3;28;4;5;60;56;30;3;29;2;435;12;9;11472;41;40;3050;38;32;4802;40;45
6020;7;20;13;12;1;11;71;19;10;309;25;10;34;120;10;1197;13;22;1698;21;55;14714;53;18
6021;5;1;2;30;23;5;39;17;23;2;57;55;21;18;51;31;12;18;52;1;37;35;19;8
6022;11;8;1;0;0;3;24;1;17;39;10;7;479;36;37;39;23;18;570;35;51;220;1206;29
6023;22;1;21;3;45;21;72;23;7;2;13;31;216;16;9;121;79;22;15505;17;46;10243;715;43
6024;9;2;1;26;8;2;14;11;15;50;21;53;1535;59;106;1690;37;43;5577;174;18;9;36;62
6025;60;3;3;175;11;12;2;20;10;392;17;22;809;134;34;7887;90;5;1635;32;20;61288;65;283
6026;8;49;4;15;6;8;3;7;31;473;7;3;27;72;7;1021;35;39;11;42;49;6444;917;115
6027;0;14;1;0;9;13;275;16;14;234;14;13;635;3;7;81;56;12;9811;20;42;3691;15;60
6028;13;0;24;8;4;18;30;8;4;37;13;49;6;15;8;2224;12;42;9888;14;16;32553;324;59
6029;2;5;11;13;1;21;18;0;6;18;26;39;2;53;13;883;9;133;4867;244;68;105;832;49
6030;34;5;11;5;2;33;78;3;1;32;17;21;1269;27;2;662;33;29;5002;109;43;6;25;20
6031;0;2;1;45;10;9;29;40;29;534;79;1;17;53;53;434;90;36;702;58;12;4187;15;37
6032;0;3;15;49;32;24;63;84;9;191;108;42;9;99;20;5959;174;79;10888;55;25;15;195;16
6033;0;0;3;86;25;6;46;0;2;24;27;20;121;48;10;241;19;25;35;27;12;305;34;82
6034;7;1;0;22;38;9;9;11;10;34;59;32;1028;10;26;89;14;6;68;49;64;9;372;131
6035;13;29;7;2;24;0;21;18;39;144;12;33;151;10;10;1475;60;20;13665;8;27;12455;334;67
6036;15;17;0;22;5;3;159;93;2;20;29;2;271;5;27;824;54;46;23;18;105;92;117;96
6037;11;14;3;11;8;16;6;17;13;27;21;16;20;16;14;1578;13;10;798;39;61;42374;47;117
6038;2;11;12;37;34;15;15;5;5;3;31;73;27;11;30;5226;104;19;5001;47;30;13943;275;23
6039;66;6;10;36;9;10;40;13;18;105;4;63;257;0;1;3777;35;29;4894;23;12;113;30;35
6040;6;1;6;44;29;3;1;2;20;342;187;43;169;47;14;4348;10;24;35;44;64;13191;709;190
6041;3;1;4;25;0;5;155;40;15;22;42;3;205;43;32;3482;9;53;120;23;98;61475;15;76
6042;11;0;11;4;18;0;30;3;6;139;36;10;212;1;13;8239;6;54;5107;9;23;237;65;51
6043;1;0;15;154;21;1;141;47;3;165;16;59;273;18;12;2419;113;13;31104;15;14;22539;146;33
6044;19;5;7;0;32;3;7;3;3;5;41;6;32;40;4;53;60;18;1549;50;0;57861;121;56
6045;2;16;0;3;4;10;35;8;1;78;20;13;874;99;5;2078;35;88;12739;20;136;11870;36;23
6046;0;30;3;33;11;14;76;10;3;350;61;6;194;8;17;1562;86;31;61;18;21;83500;107;128
6047;7;3;23;5;22;8;4;33;7;212;57;15;1202;5;41;844;40;2;135;39;73;16017;748;45
6048;10;9;3;42;5;8;28;28;13;123;28;18;1329;13;17;565;61;36;4246;60;60;8166;1526;35
6049;12;0;14;27;0;5;39;0;1;92;48;29;141;24;8;347;141;21;4698;6;18;47957;32;23
6050;5;3;12;32;7;4;154;25;14;2;92;51;1012;1;30;6886;26;8;3913;4;39;259;140;93
6051;6;16;12;1;0;8;63;20;19;139;20;6;31;25;23;361;11;85;5653;26;100;80;620;35
6052;41;5;6;2;13;2;220;95;15;2;28;10;888;61;43;160;50;15;1201;40;23;27361;65;57
6053;28;9;8;5;2;21;22;5;2;93;35;17;196;4;8;64;60;11;1486;193;14;42;20;106
6054;2;5;1;1;16;10;2;1;9;1045;26;70;7;40;18;8;58;36;1209;55;3;36;31;57
6055;9;0;0;53;39;8;5;25;15;8;25;15;1313;12;17;261;21;2;2398;18;22;25373;23;108
6056;6;19;3;13;34;7;9;51;9;55;8;4;234;9;15;2582;137;44;3;84;62;18397;46;73
6057;3;3;16;14;0;20;83;27;40;19;1;3;1341;23;16;920;14;11;51;65;101;11341;335;35
6058;24;8;16;24;15;9;47;2;7;8;24;19;480;61;5;1141;8;21;12973;35;18;23348;115;44
6059;3;5;16;33;11;3;205;4;24;209;47;37;88;1;21;3881;4;50;9171;19;74;4618;15;67
6060;8;18;5;17;92;20;103;38;17;146;17;18;41;6;15;5188;12;28;43;29;73;396;53;33
6061;4;4;3;0;19;8;90;35;2;290;8;53;237;8;41;9795;18;8;254;27;43;9620;36;22
6062;11;1;0;0;98;19;373;10;20;482;81;32;106;32;70;6116;50;26;5;38;52;29916;92;183
6063;5;3;27;3;35;4;21;63;11;3;36;4;4;56;8;4861;30;19;172;57;73;325;993;37
6064;16;0;8;6;2;10;10;13;18;1;63;1;158;14;40;399;37;35;65;26;40;121;16;34
6065;2;20;28;52;53;3;12;19;31;108;26;18;461;32;25;239;43;55;12700;12;22;178;89;72
6066;4;18;5;29;0;8;14;10;5;384;59;26;417;19;8;598;25;9;3679;101;24;97;81;74
6067;7;4;3;75;53;4;125;28;17;13;7;26;175;26;17;1299;202;122;12962;24;50;22529;1026;127
6068;0;3;6;0;11;3;6;4;15;85;47;36;22;58;16;4123;18;27;25;103;93;7367;148;103
6069;14;1;13;14;10;33;243;24;8;0;2;14;733;80;0;2683;3;20;2015;60;43;29;233;31
6070;5;14;15;0;0;17;61;4;17;86;58;10;156;11;36;4072;76;43;4137;24;38;31761;29;68
6071;6;7;2;1;2;9;130;28;1;31;20;13;643;10;9;4270;30;42;1504;38;22;11228;9;233
6072;8;3;21;5;27;13;13;14;17;0;15;21;1616;21;22;1798;47;52;12;63;17;25543;721;92
6073;15;12;11;12;8;10;159;10;0;259;30;75;2;29;14;9725;44;54;125;23;27;37458;17;25
6074;21;9;26;87;4;14;7;4;6;225;7;16;185;55;49;40;64;94;123;38;94;207;9;104
6075;3;3;2;5;40;9;11;4;21;408;9;31;2618;71;17;16;142;30;1385;6;58;109;35;17
6076;7;3;9;37;7;2;3;41;11;566;82;17;232;25;13;5816;23;24;5115;30;86;69895;87;29
6077;23;2;1;34;0;0;41;12;0;172;43;6;825;5;24;1060;39;46;9;107;48;30376;137;80
6078;0;5;2;71;9;4;42;24;17;120;9;3;1527;6;1;25;71;35;7564;52;7;241;235;141
6079;26;6;9;150;15;10;21;8;1;580;162;16;36;53;11;6268;28;29;4426;20;17;4017;169;47
6080;11;23;4;12;0;20;2;25;42;202;17;21;264;85;24;1381;57;54;15453;22;14;64;32;57
6081;8;4;0;6;20;11;67;1;21;815;22;3;864;23;10;4503;234;25;1926;44;25;41893;64;43
6082;16;15;14;31;3;6;1;79;58;10;14;27;478;34;7;8;29;37;1610;74;42;88488;45;125
6083;10;8;7;66;7;5;17;0;1;19;50;11;924;11;21;631;3;64;2547;13;32;10100;67;106
6084;9;3;10;15;22;5;6;2;27;771;9;28;16;6;7;659;53;39;10;19;1;19460;64;19
6085;1;4;3;5;3;3;98;25;23;10;120;28;107;7;57;4;33;19;27;215;39;33;683;23
